"x","v1","v2","v3","v4","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v28","v29","v30","v31","v32","v33","v34","v35","v36","v37","v38","v39"
3.08e-08,5.0,0.0,0.0,5.0,5.0,0.0,4.99992,0.0010471,0.00134624,0.00129045,5.00004,5.0024,4.7721,4.99987,4.99992,6.00701e-06,5.0001,0.000401307,-1.96552e-05,-3.69696e-05,5.00018,5.0003,0.0014822,-4.87604e-07,-6.57339e-07,5.00001,4.77728e-06,0.000302884,4.99996,4.99967,3.50095e-06,4.99996,4.99984,0.00634364,0.0031945,2.38161,4.87894,1.47858,1.48322
3.09e-08,5.0,0.0,0.0,5.0,5.0,0.0,4.99994,0.000900638,0.00117857,0.00114257,5.00013,5.00208,4.80519,4.99989,4.99993,5.41166e-06,5.0,0.000382712,-4.16655e-05,-4.78656e-05,5.00014,5.00026,0.0010815,-4.80493e-07,-7.35885e-07,5.0,3.23919e-06,0.000294038,5.00005,4.99973,1.64988e-06,5.00006,4.99987,0.00551356,0.00277537,2.38476,4.89596,1.47677,1.48124
3.1e-08,5.0,0.0,0.0,5.0,5.0,0.0,4.99995,0.000768847,0.00103412,0.00101135,5.00015,5.0018,4.83338,4.9999,4.99994,3.86573e-06,4.99993,0.000366678,-5.77185e-05,-5.61346e-05,5.00007,5.00022,0.000904464,-9.15925e-07,-9.80056e-07,4.99999,1.14113e-06,0.000284003,5.00012,4.99977,-3.84371e-07,5.00012,4.99989,0.00480538,0.00241888,2.38743,4.91081,1.47502,1.47934
3.11e-08,5.0,0.0,0.0,5.0,5.0,0.0,4.99995,0.000645236,0.0008948,0.000871672,5.00007,5.00153,4.85732,4.99991,4.99995,1.10651e-06,4.99997,0.000355736,-5.24142e-05,-5.35007e-05,4.99999,5.00019,0.0010514,-2.03774e-06,-1.39772e-06,4.99997,-1.29416e-06,0.000270941,5.00008,4.9998,-2.03828e-06,5.00009,4.99991,0.00415747,0.002095,2.3897,4.92417,1.47333,1.47751
3.12e-08,5.0,0.0,0.0,5.0,5.0,0.0,4.99994,0.000524807,0.000761012,0.000723764,4.99988,5.00126,4.87815,4.99991,4.99995,-2.74603e-06,5.00008,0.000349171,-2.83153e-05,-4.1459e-05,4.9999,5.00016,0.00152308,-4.01128e-06,-2.10199e-06,4.99994,-4.15607e-06,0.000254925,4.99996,4.99981,-3.46401e-06,4.99997,4.99991,0.00356084,0.00179943,2.39168,4.93651,1.4717,1.47574
3.13e-08,5.0,0.0,0.0,5.0,5.0,0.0,4.99994,0.000460275,0.000619853,0.000580438,4.99982,5.00107,4.89514,4.99993,4.99996,-2.18566e-06,5.00015,0.000335727,-1.90012e-05,-3.35411e-05,4.9999,5.00014,0.00120752,-2.46644e-06,-1.37474e-06,4.99993,-1.88532e-06,0.000246511,4.9999,4.99983,-1.24301e-06,4.9999,4.99992,0.00297585,0.00150419,2.39329,4.94552,1.47012,1.47403
3.14e-08,5.0,0.0,0.0,5.0,5.0,0.0,4.99996,0.000442237,0.000462614,0.000427507,4.99985,5.00094,4.90927,4.99994,4.99996,2.3658e-06,5.00021,0.000317091,-1.54415e-05,-2.52374e-05,5.00001,5.00012,0.000228447,2.10626e-06,6.13269e-07,4.99994,5.24411e-06,0.000244089,4.99985,4.99984,4.63458e-06,4.99985,4.99992,0.00236711,0.00119264,2.39463,4.95198,1.46859,1.47239
3.15e-08,5.0,0.0,0.0,5.0,5.0,0.0,4.99999,0.000446775,0.000319965,0.000296956,4.99995,5.00085,4.92108,4.99997,4.99998,8.59956e-06,5.00021,0.000296086,-2.52569e-05,-2.37479e-05,5.00016,5.0001,-0.00102833,8.22422e-06,3.3028e-06,4.99996,1.38678e-05,0.000245538,4.99986,4.99987,1.14104e-05,4.99986,4.99993,0.00181853,0.00090934,2.39575,4.9565,1.46711,1.4708
3.16e-08,5.0,0.0,0.0,5.0,5.0,0.0,5.00002,0.000397026,0.000287666,0.000281834,5.00006,5.00078,4.93122,5.00001,4.99999,8.35046e-06,5.00007,0.000283543,-6.23747e-05,-4.6406e-05,5.00014,5.00009,-0.00116644,1.04922e-05,4.60941e-06,4.99999,1.28823e-05,0.000242099,4.99997,4.99992,1.02619e-05,4.99997,4.99997,0.00160713,0.000802394,2.39671,4.96096,1.46568,1.46926
3.17e-08,5.0,0.0,0.0,5.0,5.0,0.0,5.00008,0.000301585,0.000356415,0.000376628,5.0002,5.00072,4.94014,5.00006,5.00001,2.90621e-06,4.99978,0.000277366,-0.000130543,-9.41884e-05,4.99999,5.00007,-0.00042067,9.83047e-06,4.91053e-06,5.00004,3.6758e-06,0.000235728,5.00021,5.00001,2.15487e-06,5.00021,5.00003,0.00169822,0.000852816,2.39756,4.96523,1.46428,1.46777
3.18e-08,5.0,0.0,0.0,5.0,5.0,0.0,5.00009,0.000228994,0.000379946,0.000412266,5.00025,5.00063,4.94845,5.00008,5.00002,-8.75982e-07,4.99965,0.000272233,-0.000149394,-0.000109222,4.99993,5.00006,4.78758e-05,7.27106e-06,4.14186e-06,5.00006,-2.52285e-06,0.000227482,5.0003,5.00005,-2.98487e-06,5.00031,5.00006,0.00166542,0.000838368,2.39835,4.96972,1.46292,1.46632
3.19e-08,5.0,0.0,0.0,5.0,5.0,0.0,5.00006,0.000190894,0.000339183,0.000367547,5.0002,5.00053,4.95601,5.00006,5.00002,-1.87189e-06,4.99973,0.000267001,-0.000110886,-8.52676e-05,4.99999,5.00006,5.09599e-05,3.29654e-06,2.45258e-06,5.00005,-3.97133e-06,0.000218001,5.00024,5.00001,-3.67221e-06,5.00024,5.00004,0.00145504,0.000730842,2.39907,4.97428,1.4616,1.46491
3.2e-08,5.0,0.0,0.0,5.0,5.0,0.0,5.00001,0.000166569,0.00027972,0.000295305,5.00009,5.00042,4.96251,5.00002,5.00001,-2.1528e-06,4.9999,0.000263147,-4.35517e-05,-4.25166e-05,5.00009,5.00005,-4.45756e-05,-2.06736e-06,-8.7388e-09,5.00003,-4.03071e-06,0.000207257,5.00009,4.99994,-2.94279e-06,5.0001,5.00001,0.00120252,0.000601028,2.39968,4.97868,1.46034,1.46355
3.21e-08,5.0,0.0,0.0,5.0,5.0,0.0,5.0,0.000152261,0.000252982,0.000264513,5.00006,5.00038,4.96576,5.0,5.00001,-1.94875e-06,4.99992,0.000256699,-4.17084e-05,-4.10125e-05,5.00007,5.00004,-3.22966e-06,-2.18019e-06,-3.59647e-07,5.00002,-3.37154e-06,0.000202127,5.00007,4.99995,-2.58649e-06,5.00007,5.0,0.00109259,0.000546616,2.39999,4.98064,1.45923,1.46237
3.22e-08,5.0,0.0,0.0,5.0,5.0,0.0,4.99999,0.000137953,0.000226244,0.000233721,5.00004,5.00034,4.969,4.99999,5.0,-1.74471e-06,4.99995,0.000250251,-3.98651e-05,-3.95085e-05,5.00006,5.00004,3.81163e-05,-2.29303e-06,-7.10554e-07,5.00001,-2.71238e-06,0.000196997,5.00005,4.99995,-2.23019e-06,5.00005,4.99999,0.000982658,0.000492205,2.4003,4.9826,1.45812,1.4612
3.23e-08,5.0,0.0,0.0,5.0,5.0,0.0,4.99998,0.000123644,0.000199507,0.000202929,5.00002,5.0003,4.97225,4.99998,4.99999,-1.54067e-06,4.99997,0.000243803,-3.80218e-05,-3.80045e-05,5.00004,5.00004,7.94622e-05,-2.40586e-06,-1.06146e-06,5.0,-2.05321e-06,0.000191868,5.00003,4.99996,-1.87389e-06,5.00003,4.99998,0.00087273,0.000437793,2.40061,4.98455,1.45701,1.46002
3.24e-08,5.0,0.0,0.0,5.0,5.0,0.0,4.99997,0.000109336,0.000172769,0.000172137,5.0,5.00027,4.9755,4.99997,4.99999,-1.33662e-06,4.99999,0.000237355,-3.61785e-05,-3.65004e-05,5.00003,5.00003,0.000120808,-2.51869e-06,-1.41237e-06,4.99999,-1.39404e-06,0.000186738,5.00001,4.99996,-1.5176e-06,5.00001,4.99998,0.000762802,0.000383381,2.40091,4.98651,1.4559,1.45884
3.25e-08,5.0,0.0,0.0,5.0,5.0,0.0,4.99996,9.50281e-05,0.000146031,0.000141345,4.99998,5.00023,4.97874,4.99995,4.99998,-1.13258e-06,5.00001,0.000230907,-3.43352e-05,-3.49964e-05,5.00001,5.00003,0.000162154,-2.63153e-06,-1.76328e-06,4.99999,-7.34872e-07,0.000181608,4.99998,4.99996,-1.1613e-06,4.99998,4.99997,0.000652874,0.000328969,2.40122,4.98847,1.45479,1.45766
3.26e-08,5.0,0.0,0.0,5.0,5.0,0.0,4.99997,8.56557e-05,0.000130097,0.000124721,4.99997,5.00021,4.98087,4.99995,4.99998,-8.40567e-07,5.00002,0.000225424,-3.36249e-05,-3.41627e-05,5.00001,5.00003,0.000161895,-2.24615e-06,-1.63073e-06,4.99999,-3.73325e-07,0.00017758,4.99998,4.99997,-7.92127e-07,4.99998,4.99997,0.000584068,0.00029454,2.40142,4.98967,1.45378,1.45659
3.27e-08,5.0,0.0,0.0,5.0,5.0,0.0,4.99997,7.78437e-05,0.000117578,0.000112577,4.99998,5.00019,4.98265,4.99995,4.99998,-5.20743e-07,5.00001,0.000220247,-3.32729e-05,-3.3541e-05,5.0,5.00002,0.000148481,-1.70325e-06,-1.34534e-06,4.99999,-1.05873e-07,0.000173899,4.99998,4.99997,-4.18889e-07,4.99999,4.99997,0.000528263,0.000266428,2.40159,4.99064,1.45279,1.45555
3.28e-08,5.0,0.0,0.0,5.0,5.0,0.0,4.99998,7.00318e-05,0.000105059,0.000100433,4.99998,5.00017,4.98442,4.99995,4.99998,-2.00918e-07,5.00001,0.000215069,-3.29208e-05,-3.29193e-05,4.99999,5.00002,0.000135068,-1.16036e-06,-1.05995e-06,4.99999,1.61578e-07,0.000170219,4.99999,4.99997,-4.56502e-08,4.99999,4.99998,0.000472458,0.000238317,2.40176,4.9916,1.45181,1.45451
3.29e-08,5.0,0.0,0.0,5.0,5.0,0.0,4.99998,6.22198e-05,9.25401e-05,8.82893e-05,4.99999,5.00015,4.9862,4.99995,4.99998,1.18906e-07,5.00001,0.000209892,-3.25687e-05,-3.22976e-05,4.99998,5.00002,0.000121654,-6.17468e-07,-7.74561e-07,4.99999,4.2903e-07,0.000166538,4.99999,4.99998,3.27588e-07,4.99999,4.99998,0.000416653,0.000210205,2.40193,4.99257,1.45082,1.45346
3.3e-08,5.0,0.0,0.0,5.0,5.0,0.0,4.99999,5.44079e-05,8.00213e-05,7.61453e-05,4.99999,5.00013,4.98797,4.99995,4.99998,4.38731e-07,5.0,0.000204714,-3.22166e-05,-3.16758e-05,4.99997,5.00002,0.000108241,-7.45754e-08,-4.8917e-07,4.99999,6.96482e-07,0.000162857,5.0,4.99998,7.00827e-07,5.0,4.99998,0.000360848,0.000182093,2.4021,4.99353,1.44983,1.45242
3.31e-08,5.0,0.0,0.0,5.0,5.0,0.0,4.99999,4.87539e-05,7.11204e-05,6.75517e-05,4.99999,5.00012,4.98924,4.99995,4.99998,6.11382e-07,5.0,0.000200213,-3.17143e-05,-3.10334e-05,4.99997,5.00001,9.81453e-05,2.45198e-07,-2.95733e-07,5.0,8.18468e-07,0.000159576,5.0,4.99998,8.79539e-07,5.0,4.99999,0.000321155,0.000162091,2.40222,4.99422,1.44893,1.45147
3.32e-08,5.0,0.0,0.0,5.0,5.0,0.0,4.99999,4.57761e-05,6.67061e-05,6.33609e-05,5.0,5.00011,4.9899,4.99996,4.99998,6.01529e-07,5.0,0.000196548,-3.10258e-05,-3.03653e-05,4.99997,5.00001,9.2164e-05,2.88285e-07,-2.16326e-07,5.0,7.60065e-07,0.00015679,5.0,4.99998,8.17025e-07,5.0,4.99999,0.000301442,0.000152145,2.40228,4.99457,1.44813,1.45062
3.33e-08,5.0,0.0,0.0,5.0,5.0,0.0,5.0,4.27982e-05,6.22918e-05,5.91701e-05,5.0,5.0001,4.99055,4.99997,4.99998,5.91675e-07,5.0,0.000192884,-3.03372e-05,-2.96971e-05,4.99998,5.00001,8.61827e-05,3.31373e-07,-1.3692e-07,5.0,7.01662e-07,0.000154005,5.0,4.99999,7.5451e-07,5.0,4.99999,0.000281729,0.000142198,2.40234,4.99493,1.44732,1.44978
3.34e-08,5.0,0.0,0.0,5.0,5.0,0.0,5.0,3.98203e-05,5.78775e-05,5.49792e-05,5.0,5.0001,4.9912,4.99997,4.99998,5.81822e-07,5.0,0.00018922,-2.96486e-05,-2.9029e-05,4.99998,5.00001,8.02014e-05,3.7446e-07,-5.75135e-08,5.0,6.43258e-07,0.000151219,5.0,4.99999,6.91996e-07,5.0,4.99999,0.000262016,0.000132252,2.4024,4.99528,1.44652,1.44894
3.35e-08,5.0,0.0,0.0,5.0,5.0,0.0,5.0,3.68425e-05,5.34632e-05,5.07884e-05,5.0,5.00009,4.99186,4.99998,4.99999,5.71968e-07,4.99999,0.000185556,-2.89601e-05,-2.83609e-05,4.99998,5.00001,7.42201e-05,4.17548e-07,2.18929e-08,5.0,5.84855e-07,0.000148433,5.00001,4.99999,6.29481e-07,5.00001,5.0,0.000242303,0.000122306,2.40247,4.99563,1.44571,1.44809
3.36e-08,5.0,0.0,0.0,5.0,5.0,0.0,5.0,3.38646e-05,4.90489e-05,4.65976e-05,5.0,5.00008,4.99251,4.99999,4.99999,5.62115e-07,4.99999,0.000181892,-2.82715e-05,-2.76928e-05,4.99998,5.0,6.82388e-05,4.60635e-07,1.01299e-07,5.0,5.26452e-07,0.000145647,5.00001,4.99999,5.66966e-07,5.00001,5.0,0.00022259,0.000112359,2.40253,4.99598,1.44491,1.44725
3.37e-08,5.0,0.0,0.0,5.0,5.0,0.0,5.00001,3.08868e-05,4.46346e-05,4.24067e-05,5.00001,5.00007,4.99316,5.0,4.99999,5.52261e-07,4.99999,0.000178228,-2.75829e-05,-2.70246e-05,4.99999,5.0,6.22576e-05,5.03723e-07,1.80706e-07,5.00001,4.68049e-07,0.000142861,5.00001,5.0,5.04452e-07,5.00001,5.0,0.000202877,0.000102413,2.40259,4.99633,1.4441,1.4464
3.38e-08,5.0,0.0,0.0,5.0,5.0,0.0,5.00001,2.79089e-05,4.02203e-05,3.82159e-05,5.00001,5.00007,4.99381,5.0,4.99999,5.42407e-07,4.99999,0.000174564,-2.68944e-05,-2.63565e-05,4.99999,5.0,5.62763e-05,5.4681e-07,2.60112e-07,5.00001,4.09646e-07,0.000140076,5.00001,5.0,4.41937e-07,5.00001,5.0,0.000183164,9.24665e-05,2.40265,4.99668,1.4433,1.44556
3.39e-08,5.0,0.0,0.0,5.0,5.0,0.0,5.00001,2.4931e-05,3.5806e-05,3.40251e-05,5.00001,5.00006,4.99447,5.00001,5.0,5.32554e-07,4.99999,0.0001709,-2.62058e-05,-2.56884e-05,4.99999,5.0,5.0295e-05,5.89898e-07,3.39519e-07,5.00001,3.51243e-07,0.00013729,5.00001,5.0,3.79422e-07,5.00001,5.00001,0.000163451,8.25201e-05,2.40271,4.99703,1.44249,1.44472
3.4e-08,5.0,0.0,0.0,5.0,5.0,0.0,5.00001,2.19532e-05,3.13916e-05,2.98342e-05,5.00001,5.00005,4.99512,5.00002,5.0,5.227e-07,4.99999,0.000167236,-2.55173e-05,-2.50203e-05,5.0,4.99999,4.43137e-05,6.32985e-07,4.18925e-07,5.00001,2.9284e-07,0.000134504,5.00001,5.00001,3.16908e-07,5.00001,5.00001,0.000143738,7.25738e-05,2.40277,4.99738,1.44169,1.44387
3.41e-08,5.0,0.0,0.0,5.0,5.0,0.0,5.00001,1.89753e-05,2.69773e-05,2.56434e-05,5.00001,5.00005,4.99577,5.00002,5.0,5.12847e-07,4.99998,0.000163572,-2.48287e-05,-2.43521e-05,5.0,4.99999,3.83324e-05,6.76073e-07,4.98332e-07,5.00001,2.34437e-07,0.000131718,5.00002,5.00001,2.54393e-07,5.00002,5.00001,0.000124025,6.26274e-05,2.40284,4.99773,1.44089,1.44303
3.42e-08,5.0,0.0,0.0,5.0,5.0,0.0,5.00001,1.75244e-05,2.4827e-05,2.36401e-05,5.00001,5.00004,4.99609,5.00002,5.0,4.72812e-07,4.99998,0.000160824,-2.43043e-05,-2.38716e-05,5.0,4.99999,3.54323e-05,6.19054e-07,4.83984e-07,5.00001,1.71213e-07,0.000129603,5.00002,5.00001,1.90078e-07,5.00002,5.00001,0.000114582,5.78553e-05,2.40287,4.9979,1.44019,1.4423
3.43e-08,5.0,0.0,0.0,5.0,5.0,0.0,5.00001,1.64095e-05,2.31747e-05,2.21181e-05,5.00001,5.00004,4.99634,5.00002,5.0,4.26137e-07,4.99999,0.000158279,-2.38159e-05,-2.34324e-05,5.0,4.99999,3.321e-05,5.4001e-07,4.4901e-07,5.00001,1.06928e-07,0.000127635,5.00001,5.00001,1.25366e-07,5.00001,5.00001,0.000107399,5.42216e-05,2.40289,4.99804,1.43951,1.44159
3.44e-08,5.0,0.0,0.0,5.0,5.0,0.0,5.00001,1.52946e-05,2.15225e-05,2.05961e-05,5.00001,5.00003,4.99659,5.00002,5.0,3.79462e-07,4.99999,0.000155733,-2.33276e-05,-2.29932e-05,5.0,4.99999,3.09877e-05,4.60967e-07,4.14035e-07,5.00001,4.2644e-08,0.000125668,5.00001,5.00001,6.0654e-08,5.00001,5.00001,0.000100216,5.05878e-05,2.40291,4.99817,1.43883,1.44088
3.45e-08,5.0,0.0,0.0,5.0,5.0,0.0,5.00001,1.41797e-05,1.98702e-05,1.90741e-05,5.00001,5.00003,4.99683,5.00002,5.00001,3.32786e-07,4.99999,0.000153187,-2.28393e-05,-2.25539e-05,5.0,4.99999,2.87654e-05,3.81923e-07,3.79061e-07,5.00001,-2.16403e-08,0.0001237,5.00001,5.00001,-4.05776e-09,5.00001,5.00001,9.30332e-05,4.69541e-05,2.40294,4.9983,1.43815,1.44017
3.46e-08,5.0,0.0,0.0,5.0,5.0,0.0,5.00001,1.30648e-05,1.8218e-05,1.75521e-05,5.00001,5.00002,4.99708,5.00002,5.00001,2.86111e-07,4.99999,0.000150641,-2.2351e-05,-2.21147e-05,5.00001,5.0,2.65431e-05,3.02879e-07,3.44087e-07,5.00001,-8.59247e-08,0.000121732,5.00001,5.0,-6.87696e-08,5.00001,5.00001,8.58502e-05,4.33204e-05,2.40296,4.99843,1.43747,1.43947
3.47e-08,5.0,0.0,0.0,5.0,5.0,0.0,5.00001,1.19499e-05,1.65658e-05,1.60301e-05,5.00001,5.00002,4.99732,5.00002,5.00001,2.39436e-07,4.99999,0.000148095,-2.18626e-05,-2.16755e-05,5.00001,5.0,2.43209e-05,2.23836e-07,3.09112e-07,5.00001,-1.50209e-07,0.000119765,5.00001,5.0,-1.33481e-07,5.00001,5.00001,7.86672e-05,3.96867e-05,2.40298,4.99856,1.4368,1.43876
3.48e-08,5.0,0.0,0.0,5.0,5.0,0.0,5.00001,1.0835e-05,1.49135e-05,1.45081e-05,5.00001,5.00002,4.99757,5.00002,5.00001,1.92761e-07,4.99999,0.000145549,-2.13743e-05,-2.12362e-05,5.00001,5.0,2.20986e-05,1.44792e-07,2.74138e-07,5.00001,-2.14493e-07,0.000117797,5.00001,5.0,-1.98193e-07,5.00001,5.0,7.14841e-05,3.60529e-05,2.40301,4.99869,1.43612,1.43805
3.49e-08,5.0,0.0,0.0,5.0,5.0,0.0,5.0,9.72011e-06,1.32613e-05,1.29861e-05,5.0,5.00001,4.99782,5.00002,5.00001,1.46086e-07,4.99999,0.000143003,-2.0886e-05,-2.0797e-05,5.00001,5.0,1.98763e-05,6.57488e-08,2.39163e-07,5.00001,-2.78778e-07,0.000115829,5.0,5.0,-2.62905e-07,5.00001,5.0,6.43011e-05,3.24192e-05,2.40303,4.99883,1.43544,1.43734
3.5e-08,5.0,0.0,0.0,5.0,5.0,0.0,5.0,8.60521e-06,1.1609e-05,1.14641e-05,5.0,5.00001,4.99806,5.00001,5.00001,9.94107e-08,5.0,0.000140457,-2.03977e-05,-2.03578e-05,5.00001,5.0,1.7654e-05,-1.32948e-08,2.04189e-07,5.0,-3.43062e-07,0.000113862,5.0,5.0,-3.27617e-07,5.0,5.0,5.7118e-05,2.87855e-05,2.40305,4.99896,1.43476,1.43664
3.51e-08,5.0,0.0,0.0,5.0,5.0,0.0,5.0,7.4903e-06,9.95678e-06,9.94208e-06,5.0,5.0,4.99831,5.00001,5.00001,5.27356e-08,5.0,0.000137911,-1.99093e-05,-1.99186e-05,5.00002,5.0,1.54317e-05,-9.23383e-08,1.69215e-07,5.0,-4.07346e-07,0.000111894,5.0,5.0,-3.92329e-07,5.0,5.0,4.9935e-05,2.51518e-05,2.40308,4.99909,1.43408,1.43593
3.52e-08,5.0,0.0,0.0,5.0,5.0,0.0,5.0,6.5117e-06,8.50108e-06,8.59252e-06,5.0,5.0,4.99853,5.00001,5.00001,-2.77779e-10,5.0,0.000135457,-1.945e-05,-1.95079e-05,5.00002,5.0,1.34612e-05,-1.6698e-07,1.26002e-07,5.0,-4.55065e-07,0.000109993,5.0,5.0,-4.40392e-07,5.0,5.0,4.35378e-05,2.19153e-05,2.4031,4.99921,1.43342,1.43524
3.53e-08,5.0,0.0,0.0,5.0,5.0,0.0,5.0,6.10334e-06,7.86765e-06,7.96439e-06,5.0,5.0,4.99863,5.00001,5.00001,-7.98079e-08,5.0,0.000133386,-1.91122e-05,-1.9217e-05,5.00001,5.0,1.25441e-05,-2.23206e-07,4.83213e-08,5.0,-4.3348e-07,0.000108372,5.0,5.0,-4.18802e-07,5.0,5.0,4.04281e-05,2.03406e-05,2.40311,4.99926,1.43283,1.43462
3.54e-08,5.0,0.0,0.0,5.0,5.0,0.0,4.99999,5.69497e-06,7.23422e-06,7.33626e-06,4.99999,5.00001,4.99873,5.00001,5.00001,-1.59338e-07,5.0,0.000131315,-1.87744e-05,-1.8926e-05,5.00001,5.0,1.1627e-05,-2.79432e-07,-2.9359e-08,5.0,-4.11896e-07,0.000106751,4.99999,4.99999,-3.97213e-07,5.0,5.0,3.73184e-05,1.8766e-05,2.40312,4.99931,1.43223,1.434
3.55e-08,5.0,0.0,0.0,5.0,5.0,0.0,4.99999,5.2866e-06,6.60079e-06,6.70813e-06,4.99999,5.00001,4.99883,5.0,5.00001,-2.38868e-07,5.00001,0.000129245,-1.84366e-05,-1.8635e-05,5.00001,5.00001,1.07099e-05,-3.35658e-07,-1.07039e-07,4.99999,-3.90311e-07,0.00010513,4.99999,4.99999,-3.75624e-07,4.99999,4.99999,3.42088e-05,1.71913e-05,2.40313,4.99937,1.43163,1.43338
3.56e-08,5.0,0.0,0.0,5.0,5.0,0.0,4.99999,4.87824e-06,5.96736e-06,6.07999e-06,4.99999,5.00001,4.99893,5.0,5.00001,-3.18398e-07,5.00001,0.000127174,-1.80987e-05,-1.8344e-05,5.00001,5.00001,9.79276e-06,-3.91884e-07,-1.8472e-07,4.99999,-3.68726e-07,0.000103509,4.99999,4.99999,-3.54035e-07,4.99999,4.99999,3.10991e-05,1.56167e-05,2.40314,4.99942,1.43104,1.43276
3.57e-08,5.0,0.0,0.0,5.0,5.0,0.0,4.99999,4.46987e-06,5.33393e-06,5.45186e-06,4.99999,5.00002,4.99903,5.0,5.00001,-3.97928e-07,5.00001,0.000125103,-1.77609e-05,-1.8053e-05,5.00001,5.00001,8.87564e-06,-4.48109e-07,-2.624e-07,4.99999,-3.47141e-07,0.000101887,4.99999,4.99999,-3.32446e-07,4.99999,4.99999,2.79894e-05,1.4042e-05,2.40315,4.99948,1.43044,1.43213
3.58e-08,5.0,0.0,0.0,5.0,5.0,0.0,4.99998,4.06151e-06,4.7005e-06,4.82373e-06,4.99998,5.00002,4.99913,4.99999,5.00001,-4.77458e-07,5.00002,0.000123032,-1.74231e-05,-1.7762e-05,5.00001,5.00001,7.95851e-06,-5.04335e-07,-3.4008e-07,4.99999,-3.25556e-07,0.000100266,4.99998,4.99998,-3.10856e-07,4.99998,4.99999,2.48798e-05,1.24674e-05,2.40316,4.99953,1.42984,1.43151
3.59e-08,5.0,0.0,0.0,5.0,5.0,0.0,4.99998,3.65314e-06,4.06707e-06,4.1956e-06,4.99998,5.00002,4.99923,4.99999,5.00001,-5.56988e-07,5.00002,0.000120961,-1.70853e-05,-1.74711e-05,5.0,5.00002,7.04139e-06,-5.60561e-07,-4.1776e-07,4.99999,-3.03971e-07,9.86449e-05,4.99998,4.99998,-2.89267e-07,4.99998,4.99998,2.17701e-05,1.08927e-05,2.40317,4.99959,1.42924,1.43089
3.6e-08,5.0,0.0,0.0,5.0,5.0,0.0,4.99998,3.24477e-06,3.43363e-06,3.56747e-06,4.99998,5.00002,4.99933,4.99999,5.00001,-6.36519e-07,5.00002,0.000118891,-1.67474e-05,-1.71801e-05,5.0,5.00002,6.12427e-06,-6.16787e-07,-4.95441e-07,4.99998,-2.82386e-07,9.70237e-05,4.99998,4.99998,-2.67678e-07,4.99998,4.99998,1.86604e-05,9.31806e-06,2.40318,4.99964,1.42865,1.43027
