"x","v1","v2","v3","v4","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v28","v29","v30","v31","v32","v33","v34","v35","v36","v37","v38","v39"
6.3e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.99998,0.000656823,5.00003,5.00001,5.25364e-07,4.99998,-5.89815e-05,-3.00202e-06,-1.97525e-06,4.99998,4.99999,0.000461093,5.0,5.00001,3.24277e-07,4.99967,5.00001,5.00002,2.00825e-06,8.82099e-06,4.99999,-4.00216e-05,5.00001,2.83472e-05,4.99975,4.99986,3.37852e-05,4.99996,-0.353227,1.50888,5.34437,5.44217,1.49007
6.4e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.99999,0.000621874,5.00003,5.00001,2.84417e-07,4.99998,-5.55169e-05,-2.62184e-06,-1.76845e-06,4.99998,4.99999,0.000441761,5.0,5.00001,1.25278e-07,4.9997,5.00001,5.00001,1.66247e-06,6.87009e-06,4.99999,-3.81961e-05,5.0,2.7382e-05,4.9998,4.99988,3.17018e-05,4.99996,-0.351674,1.50593,5.34437,5.44217,1.48793
6.5e-09,5.0,0.0,0.0,5.0,5.0,0.0,5.0,0.000588722,5.00003,5.0,6.27857e-08,4.99997,-5.22412e-05,-2.24878e-06,-1.56241e-06,4.99997,5.0,0.000423291,5.0,5.0,-5.59467e-08,4.99973,5.0,5.00001,1.34508e-06,5.0896e-06,5.0,-3.64559e-05,5.0,2.64613e-05,4.99985,4.99991,2.97592e-05,4.99996,-0.350152,1.50309,5.34437,5.44217,1.48585
6.6e-09,5.0,0.0,0.0,5.0,5.0,0.0,5.0,0.00057041,5.00003,5.0,7.43904e-10,4.99997,-5.05263e-05,-1.93456e-06,-1.36258e-06,4.99997,5.0,0.000411941,5.0,5.0,-9.03265e-08,4.99974,5.0,5.00001,1.26225e-06,4.71705e-06,5.0,-3.54209e-05,5.0,2.59077e-05,4.99986,4.99992,2.89804e-05,4.99996,-0.348888,1.50113,5.34437,5.44216,1.48433
6.7e-09,5.0,0.0,0.0,5.0,5.0,0.0,5.0,0.000552098,5.00003,5.0,-6.12979e-08,4.99998,-4.88114e-05,-1.62033e-06,-1.16276e-06,4.99998,5.0,0.00040059,5.0,5.0,-1.24706e-07,4.99975,5.0,5.0,1.17941e-06,4.34451e-06,5.0,-3.43858e-05,5.0,2.5354e-05,4.99987,4.99992,2.82016e-05,4.99996,-0.347625,1.49917,5.34437,5.44216,1.4828
6.8e-09,5.0,0.0,0.0,5.0,5.0,0.0,5.0,0.000533785,5.00002,5.0,-1.2334e-07,4.99998,-4.70966e-05,-1.3061e-06,-9.62939e-07,4.99998,5.0,0.00038924,5.0,5.0,-1.59086e-07,4.99976,5.0,5.0,1.09657e-06,3.97196e-06,5.0,-3.33508e-05,4.99999,2.48004e-05,4.99989,4.99993,2.74228e-05,4.99997,-0.346361,1.4972,5.34437,5.44216,1.48128
6.9e-09,5.0,0.0,0.0,5.0,5.0,0.0,5.0,0.000515473,5.00002,5.0,-1.85382e-07,4.99998,-4.53817e-05,-9.91867e-07,-7.63116e-07,4.99998,5.0,0.000377889,5.0,5.0,-1.93466e-07,4.99977,5.0,5.0,1.01373e-06,3.59941e-06,5.0,-3.23157e-05,4.99999,2.42468e-05,4.9999,4.99994,2.66441e-05,4.99997,-0.345098,1.49524,5.34437,5.44216,1.47975
7e-09,5.0,0.0,0.0,5.0,5.0,0.0,5.0,0.000497162,5.00001,5.0,-2.47423e-07,4.99998,-4.36668e-05,-6.77638e-07,-5.63293e-07,4.99998,5.00001,0.000366539,5.0,5.0,-2.27846e-07,4.99978,4.99999,5.0,9.30893e-07,3.22686e-06,5.0,-3.12807e-05,4.99999,2.36931e-05,4.99991,4.99994,2.58653e-05,4.99997,-0.343834,1.49328,5.34437,5.44216,1.47823
7.1e-09,5.0,0.0,0.0,5.0,5.0,0.0,5.00001,0.00047885,5.00001,4.99999,-3.09465e-07,4.99999,-4.19519e-05,-3.63409e-07,-3.6347e-07,4.99999,5.00001,0.000355188,5.0,4.99999,-2.62226e-07,4.9998,4.99999,5.0,8.48054e-07,2.85431e-06,5.0,-3.02456e-05,4.99999,2.31395e-05,4.99992,4.99995,2.50865e-05,4.99997,-0.342571,1.49132,5.34437,5.44216,1.4767
7.2e-09,5.0,0.0,0.0,5.0,5.0,0.0,5.00001,0.000460537,5.00001,4.99999,-3.71507e-07,4.99999,-4.0237e-05,-4.91792e-08,-1.63647e-07,4.99999,5.00001,0.000343838,5.0,4.99999,-2.96605e-07,4.99981,4.99999,4.99999,7.65216e-07,2.48176e-06,5.0,-2.92105e-05,4.99999,2.25859e-05,4.99993,4.99996,2.43077e-05,4.99997,-0.341307,1.48935,5.34437,5.44216,1.47518
7.3e-09,5.0,0.0,0.0,5.0,5.0,0.0,5.00001,0.000442226,5.0,4.99999,-4.33549e-07,4.99999,-3.85222e-05,2.6505e-07,3.61756e-08,4.99999,5.00001,0.000332487,5.0,4.99999,-3.30985e-07,4.99982,4.99999,4.99999,6.82378e-07,2.10921e-06,5.0,-2.81755e-05,4.99999,2.20322e-05,4.99995,4.99996,2.35289e-05,4.99997,-0.340044,1.48739,5.34437,5.44216,1.47365
7.4e-09,5.0,0.0,0.0,5.0,5.0,0.0,5.00001,0.000423914,5.0,4.99999,-4.95591e-07,4.99999,-3.68073e-05,5.7928e-07,2.35999e-07,4.99999,5.00001,0.000321137,5.0,4.99999,-3.65365e-07,4.99983,4.99999,4.99999,5.9954e-07,1.73666e-06,5.0,-2.71404e-05,4.99999,2.14786e-05,4.99996,4.99997,2.27501e-05,4.99997,-0.33878,1.48543,5.34437,5.44216,1.47213
7.5e-09,5.0,0.0,0.0,5.0,5.0,0.0,5.00001,0.000405601,5.0,4.99999,-5.57633e-07,5.0,-3.50924e-05,8.93509e-07,4.35822e-07,5.0,5.00001,0.000309786,5.0,4.99999,-3.99745e-07,4.99984,4.99999,4.99999,5.16702e-07,1.36411e-06,5.0,-2.61054e-05,4.99998,2.0925e-05,4.99997,4.99997,2.19714e-05,4.99997,-0.337517,1.48346,5.34437,5.44216,1.4706
7.6e-09,5.0,0.0,0.0,5.0,5.0,0.0,5.00001,0.000388399,4.99999,4.99999,-6.04571e-07,5.0,-3.34782e-05,1.16076e-06,6.07653e-07,5.0,5.00002,0.000299055,5.0,4.99999,-4.24266e-07,4.99985,4.99998,4.99999,4.37489e-07,1.02855e-06,5.0,-2.51232e-05,4.99998,2.03916e-05,4.99998,4.99998,2.12346e-05,4.99997,-0.336279,1.48157,5.34437,5.44216,1.46912
7.7e-09,5.0,0.0,0.0,5.0,5.0,0.0,5.00001,0.000378694,4.99999,4.99999,-5.4944e-07,5.0,-3.25442e-05,1.11055e-06,5.90323e-07,5.0,5.00001,0.000292509,5.0,4.99999,-3.82163e-07,4.99986,4.99999,4.99999,3.82774e-07,9.42931e-07,5.0,-2.44984e-05,4.99999,1.9995e-05,4.99998,4.99998,2.07821e-05,4.99997,-0.335215,1.48012,5.34437,5.44216,1.46795
7.8e-09,5.0,0.0,0.0,5.0,5.0,0.0,5.00001,0.000368989,4.99999,4.99999,-4.9431e-07,5.0,-3.16102e-05,1.06034e-06,5.72994e-07,5.0,5.00001,0.000285963,5.0,4.99999,-3.40061e-07,4.99986,4.99999,4.99999,3.2806e-07,8.57316e-07,5.0,-2.38736e-05,4.99999,1.95984e-05,4.99999,4.99999,2.03295e-05,4.99997,-0.334152,1.47868,5.34437,5.44216,1.46678
7.9e-09,5.0,0.0,0.0,5.0,5.0,0.0,5.00001,0.000359284,4.99999,4.99999,-4.3918e-07,5.0,-3.06763e-05,1.01014e-06,5.55665e-07,5.0,5.00001,0.000279417,5.0,4.99999,-2.97959e-07,4.99986,4.99999,4.99999,2.73346e-07,7.71701e-07,5.0,-2.32487e-05,4.99999,1.92019e-05,4.99999,4.99999,1.98769e-05,4.99997,-0.333088,1.47724,5.34437,5.44216,1.46561
8e-09,5.0,0.0,0.0,5.0,5.0,0.0,5.00001,0.00034958,4.99999,4.99999,-3.84049e-07,5.0,-2.97423e-05,9.59927e-07,5.38336e-07,5.0,5.00001,0.000272871,5.0,4.99999,-2.55857e-07,4.99987,4.99999,4.99999,2.18632e-07,6.86086e-07,5.0,-2.26239e-05,4.99999,1.88053e-05,4.99999,4.99999,1.94244e-05,4.99997,-0.332024,1.47579,5.34437,5.44216,1.46444
8.1e-09,5.0,0.0,0.0,5.0,5.0,0.0,5.00001,0.000339875,4.99999,4.99999,-3.28919e-07,5.00001,-2.88083e-05,9.09719e-07,5.21007e-07,5.00001,5.00001,0.000266325,5.0,4.99999,-2.13755e-07,4.99987,4.99999,4.99999,1.63917e-07,6.00471e-07,5.0,-2.19991e-05,4.99999,1.84087e-05,4.99999,4.99999,1.89718e-05,4.99997,-0.330961,1.47435,5.34437,5.44216,1.46327
8.2e-09,5.0,0.0,0.0,5.0,5.0,0.0,5.00001,0.00033017,4.99999,4.99999,-2.73789e-07,5.00001,-2.78744e-05,8.59511e-07,5.03678e-07,5.00001,5.00001,0.000259779,5.0,4.99999,-1.71652e-07,4.99988,4.99999,4.99999,1.09203e-07,5.14856e-07,5.0,-2.13742e-05,4.99999,1.80122e-05,5.0,5.0,1.85192e-05,4.99997,-0.329897,1.47291,5.34437,5.44216,1.4621
8.3e-09,5.0,0.0,0.0,5.0,5.0,0.0,5.00001,0.000320465,4.99999,5.0,-2.18659e-07,5.00001,-2.69404e-05,8.09302e-07,4.86349e-07,5.00001,5.00001,0.000253233,5.0,4.99999,-1.2955e-07,4.99988,4.99999,4.99999,5.4489e-08,4.29241e-07,5.0,-2.07494e-05,4.99999,1.76156e-05,5.0,5.0,1.80667e-05,4.99997,-0.328833,1.47146,5.34437,5.44216,1.46093
8.4e-09,5.0,0.0,0.0,5.0,5.0,0.0,5.0,0.00031076,4.99999,5.0,-1.63528e-07,5.00001,-2.60064e-05,7.59094e-07,4.6902e-07,5.00001,5.0,0.000246686,5.0,5.0,-8.7448e-08,4.99989,5.0,5.0,-2.2523e-10,3.43626e-07,5.0,-2.01246e-05,4.99999,1.7219e-05,5.0,5.0,1.76141e-05,4.99997,-0.32777,1.47002,5.34437,5.44216,1.45976
8.5e-09,5.0,0.0,0.0,5.0,5.0,0.0,5.0,0.000301055,4.99998,5.0,-1.08398e-07,5.00001,-2.50725e-05,7.08886e-07,4.51691e-07,5.00001,5.0,0.00024014,5.0,5.0,-4.53457e-08,4.99989,5.0,5.0,-5.49395e-08,2.58011e-07,5.0,-1.94998e-05,5.0,1.68225e-05,5.0,5.00001,1.71615e-05,4.99997,-0.326706,1.46857,5.34437,5.44215,1.45859
8.6e-09,5.0,0.0,0.0,5.0,5.0,0.0,5.0,0.00029135,4.99998,5.0,-5.32678e-08,5.00001,-2.41385e-05,6.58678e-07,4.34361e-07,5.00001,5.0,0.000233594,5.0,5.0,-3.24353e-09,4.9999,5.0,5.0,-1.09654e-07,1.72396e-07,5.0,-1.88749e-05,5.0,1.64259e-05,5.00001,5.00001,1.6709e-05,4.99997,-0.325642,1.46713,5.34437,5.44215,1.45741
8.7e-09,5.0,0.0,0.0,5.0,5.0,0.0,5.0,0.000282207,4.99998,5.0,1.062e-09,5.00002,-2.32635e-05,5.99251e-07,4.11899e-07,5.00002,5.0,0.000227387,5.0,5.0,3.76901e-08,4.9999,5.0,5.0,-1.52862e-07,9.85409e-08,5.0,-1.82865e-05,5.0,1.6051e-05,5.00001,5.00001,1.62828e-05,4.99997,-0.324601,1.46574,5.34437,5.44215,1.45628
8.8e-09,5.0,0.0,0.0,5.0,5.0,0.0,5.0,0.000276247,4.99999,5.0,5.08502e-08,5.00001,-2.27232e-05,4.87523e-07,3.60315e-07,5.00001,5.0,0.0002231,5.0,5.0,7.19937e-08,4.9999,5.0,5.0,-1.3079e-07,9.14091e-08,5.0,-1.79044e-05,5.0,1.57991e-05,5.00001,5.00001,1.60061e-05,4.99997,-0.323683,1.46462,5.34437,5.44215,1.45534
8.9e-09,5.0,0.0,0.0,5.0,5.0,0.0,5.0,0.000270287,4.99999,5.0,1.00638e-07,5.00001,-2.21829e-05,3.75795e-07,3.08731e-07,5.00001,5.0,0.000218813,5.0,5.0,1.06297e-07,4.9999,5.0,5.0,-1.08718e-07,8.42773e-08,5.0,-1.75224e-05,5.0,1.55471e-05,5.0,5.00001,1.57294e-05,4.99998,-0.322766,1.4635,5.34437,5.44215,1.45441
9e-09,5.0,0.0,0.0,5.0,5.0,0.0,5.0,0.000264327,4.99999,5.0,1.50427e-07,5.00001,-2.16426e-05,2.64068e-07,2.57146e-07,5.00001,5.0,0.000214526,5.0,5.0,1.40601e-07,4.99991,5.0,5.0,-8.6646e-08,7.71456e-08,5.0,-1.71403e-05,5.0,1.52952e-05,5.0,5.00001,1.54527e-05,4.99998,-0.321849,1.46238,5.34437,5.44215,1.45347
9.1e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.99999,0.000258367,4.99999,5.0,2.00215e-07,5.00001,-2.11023e-05,1.5234e-07,2.05562e-07,5.00001,4.99999,0.00021024,5.0,5.0,1.74904e-07,4.99991,5.00001,5.00001,-6.45739e-08,7.00138e-08,5.0,-1.67582e-05,5.00001,1.50433e-05,5.0,5.00001,1.5176e-05,4.99998,-0.320932,1.46126,5.34437,5.44215,1.45254
9.2e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.99999,0.000252407,5.0,5.00001,2.50003e-07,5.00001,-2.0562e-05,4.06119e-08,1.53977e-07,5.00001,4.99999,0.000205953,5.0,5.00001,2.09208e-07,4.99991,5.00001,5.00001,-4.25019e-08,6.2882e-08,5.0,-1.63762e-05,5.00001,1.47913e-05,5.0,5.00001,1.48993e-05,4.99998,-0.320014,1.46014,5.34437,5.44215,1.4516
9.3e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.99999,0.000246447,5.0,5.00001,2.99791e-07,5.00001,-2.00217e-05,-7.1116e-08,1.02393e-07,5.00001,4.99999,0.000201666,5.0,5.00001,2.43512e-07,4.99991,5.00001,5.00001,-2.04298e-08,5.57503e-08,5.0,-1.59941e-05,5.00001,1.45394e-05,5.0,5.00001,1.46226e-05,4.99998,-0.319097,1.45902,5.34437,5.44215,1.45067
9.4e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.99999,0.000240487,5.0,5.00001,3.4958e-07,5.00001,-1.94814e-05,-1.82844e-07,5.08082e-08,5.00001,4.99999,0.000197379,5.0,5.00001,2.77815e-07,4.99992,5.00001,5.00001,1.64229e-09,4.86185e-08,5.0,-1.56121e-05,5.00001,1.42875e-05,5.0,5.00001,1.43459e-05,4.99998,-0.31818,1.4579,5.34437,5.44215,1.44973
9.5e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.99999,0.000234527,5.0,5.00001,3.99368e-07,5.0,-1.89411e-05,-2.94572e-07,-7.76222e-10,5.0,4.99999,0.000193092,5.0,5.00001,3.12119e-07,4.99992,5.00001,5.00001,2.37144e-08,4.14867e-08,5.0,-1.523e-05,5.00001,1.40356e-05,4.99999,5.00001,1.40692e-05,4.99998,-0.317263,1.45678,5.34437,5.44215,1.4488
9.6e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.99999,0.000228567,5.00001,5.00001,4.49156e-07,5.0,-1.84007e-05,-4.063e-07,-5.23607e-08,5.0,4.99999,0.000188805,5.0,5.00001,3.46422e-07,4.99992,5.00001,5.00001,4.57864e-08,3.4355e-08,5.0,-1.4848e-05,5.00001,1.37836e-05,4.99999,5.0,1.37925e-05,4.99998,-0.316345,1.45567,5.34437,5.44215,1.44786
9.7e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.99998,0.000222607,5.00001,5.00001,4.98944e-07,5.0,-1.78604e-05,-5.18027e-07,-1.03945e-07,5.0,4.99998,0.000184519,5.0,5.00001,3.80726e-07,4.99992,5.00001,5.00001,6.78585e-08,2.72232e-08,5.0,-1.44659e-05,5.00001,1.35317e-05,4.99999,5.0,1.35158e-05,4.99998,-0.315428,1.45455,5.34437,5.44215,1.44693
9.8e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.99998,0.000217086,5.00001,5.00001,5.34512e-07,5.0,-1.73647e-05,-6.08517e-07,-1.47815e-07,5.0,4.99998,0.000180526,5.0,5.00001,4.04507e-07,4.99993,5.00002,5.00002,8.71693e-08,2.05821e-08,5.0,-1.41138e-05,5.00002,1.32978e-05,4.99999,5.0,1.3262e-05,4.99998,-0.314545,1.45349,5.34437,5.44215,1.44604
9.9e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.99998,0.000213696,5.00001,5.00001,5.01032e-07,5.0,-1.70853e-05,-5.95879e-07,-1.54225e-07,5.0,4.99998,0.000177963,5.0,5.00001,3.77191e-07,4.99993,5.00002,5.00001,9.30725e-08,1.63235e-08,5.0,-1.39075e-05,5.00002,1.31513e-05,4.99999,5.0,1.31191e-05,4.99998,-0.313825,1.45275,5.34437,5.44215,1.44539
1e-08,5.0,0.0,0.0,5.0,5.0,0.0,4.99999,0.000210307,5.00001,5.00001,4.67553e-07,5.0,-1.68059e-05,-5.83241e-07,-1.60635e-07,5.0,4.99999,0.0001754,5.0,5.00001,3.49876e-07,4.99993,5.00001,5.00001,9.89758e-08,1.2065e-08,5.0,-1.37011e-05,5.00001,1.30048e-05,4.99999,5.0,1.29761e-05,4.99998,-0.313106,1.45201,5.34437,5.44215,1.44475
1.01e-08,5.0,0.0,0.0,5.0,5.0,0.0,4.99999,0.000206918,5.00001,5.00001,4.34073e-07,5.0,-1.65265e-05,-5.70604e-07,-1.67045e-07,5.0,4.99999,0.000172837,5.0,5.00001,3.22561e-07,4.99993,5.00001,5.00001,1.04879e-07,7.80643e-09,5.0,-1.34947e-05,5.00001,1.28583e-05,4.99999,5.0,1.28332e-05,4.99998,-0.312387,1.45127,5.34437,5.44215,1.4441
1.02e-08,5.0,0.0,0.0,5.0,5.0,0.0,4.99999,0.000203528,5.00001,5.00001,4.00593e-07,5.0,-1.62471e-05,-5.57966e-07,-1.73455e-07,5.0,4.99999,0.000170274,5.0,5.00001,2.95246e-07,4.99993,5.00001,5.00001,1.10782e-07,3.54786e-09,5.0,-1.32883e-05,5.00001,1.27118e-05,4.99999,5.0,1.26903e-05,4.99998,-0.311667,1.45053,5.34437,5.44215,1.44345
1.03e-08,5.0,0.0,0.0,5.0,5.0,0.0,4.99999,0.000200139,5.00001,5.00001,3.67113e-07,5.0,-1.59677e-05,-5.45328e-07,-1.79864e-07,5.0,4.99999,0.000167711,5.0,5.00001,2.67931e-07,4.99993,5.00001,5.00001,1.16685e-07,-7.10696e-10,5.0,-1.30819e-05,5.00001,1.25653e-05,4.99999,5.0,1.25474e-05,4.99998,-0.310948,1.44979,5.34437,5.44215,1.44281
1.04e-08,5.0,0.0,0.0,5.0,5.0,0.0,4.99999,0.00019675,5.00001,5.00001,3.33633e-07,5.0,-1.56883e-05,-5.3269e-07,-1.86274e-07,5.0,4.99999,0.000165148,5.0,5.00001,2.40616e-07,4.99993,5.00001,5.00001,1.22589e-07,-4.96926e-09,5.0,-1.28755e-05,5.00001,1.24188e-05,4.99999,5.0,1.24045e-05,4.99998,-0.310228,1.44905,5.34437,5.44215,1.44216
1.05e-08,5.0,0.0,0.0,5.0,5.0,0.0,4.99999,0.00019336,5.00001,5.00001,3.00153e-07,5.0,-1.54089e-05,-5.20053e-07,-1.92684e-07,5.0,4.99999,0.000162585,5.0,5.00001,2.13301e-07,4.99993,5.00001,5.00001,1.28492e-07,-9.22782e-09,5.0,-1.26691e-05,5.00001,1.22724e-05,4.99999,5.0,1.22615e-05,4.99998,-0.309509,1.44831,5.34437,5.44215,1.44151
1.06e-08,5.0,0.0,0.0,5.0,5.0,0.0,4.99999,0.000189971,5.00001,5.00001,2.66674e-07,5.0,-1.51295e-05,-5.07415e-07,-1.99094e-07,5.0,4.99999,0.000160022,5.0,5.00001,1.85986e-07,4.99994,5.00001,5.00001,1.34395e-07,-1.34864e-08,5.0,-1.24627e-05,5.00001,1.21259e-05,4.99999,5.0,1.21186e-05,4.99998,-0.308789,1.44757,5.34437,5.44215,1.44086
1.07e-08,5.0,0.0,0.0,5.0,5.0,0.0,4.99999,0.000186582,5.00001,5.00001,2.33194e-07,5.0,-1.48501e-05,-4.94777e-07,-2.05504e-07,5.0,4.99999,0.000157459,5.0,5.00001,1.58671e-07,4.99994,5.00001,5.00001,1.40298e-07,-1.77449e-08,5.0,-1.22563e-05,5.00001,1.19794e-05,4.99999,5.0,1.19757e-05,4.99998,-0.30807,1.44683,5.34437,5.44215,1.44022
1.08e-08,5.0,0.0,0.0,5.0,5.0,0.0,4.99999,0.000183192,5.00001,5.00001,1.99714e-07,5.0,-1.45707e-05,-4.8214e-07,-2.11914e-07,5.0,4.99999,0.000154895,5.0,5.00001,1.31356e-07,4.99994,5.00001,5.00001,1.46201e-07,-2.20035e-08,5.0,-1.205e-05,5.00001,1.18329e-05,4.99999,5.0,1.18328e-05,4.99998,-0.307351,1.44609,5.34437,5.44215,1.43957
1.09e-08,5.0,0.0,0.0,5.0,5.0,0.0,4.99999,0.000179803,5.00001,5.00001,1.66234e-07,5.0,-1.42913e-05,-4.69502e-07,-2.18324e-07,5.0,4.99999,0.000152332,5.0,5.00001,1.04041e-07,4.99994,5.00001,5.00001,1.52105e-07,-2.62621e-08,5.0,-1.18436e-05,5.00001,1.16864e-05,4.99999,5.0,1.16898e-05,4.99998,-0.306631,1.44535,5.34437,5.44214,1.43892
1.1e-08,5.0,0.0,0.0,5.0,5.0,0.0,4.99999,0.000176414,5.00001,5.00001,1.32754e-07,5.0,-1.40119e-05,-4.56864e-07,-2.24734e-07,5.0,4.99999,0.000149769,5.0,5.00001,7.67256e-08,4.99994,5.00001,5.00001,1.58008e-07,-3.05206e-08,5.0,-1.16372e-05,5.00001,1.15399e-05,4.99999,5.0,1.15469e-05,4.99998,-0.305912,1.44461,5.34437,5.44214,1.43828
1.11e-08,5.0,0.0,0.0,5.0,5.0,0.0,4.99999,0.000173025,5.00001,5.00001,9.92744e-08,5.0,-1.37325e-05,-4.44226e-07,-2.31144e-07,5.0,4.99999,0.000147206,5.0,5.00001,4.94105e-08,4.99994,5.00001,5.00001,1.63911e-07,-3.47792e-08,5.0,-1.14308e-05,5.00001,1.13934e-05,4.99999,5.0,1.1404e-05,4.99998,-0.305192,1.44387,5.34437,5.44214,1.43763
1.12e-08,5.0,0.0,0.0,5.0,5.0,0.0,4.99999,0.000169635,5.00001,5.00001,6.57945e-08,5.0,-1.34531e-05,-4.31589e-07,-2.37554e-07,4.99999,4.99999,0.000144643,5.0,5.00001,2.20955e-08,4.99994,5.00001,5.00001,1.69814e-07,-3.90378e-08,5.0,-1.12244e-05,5.00001,1.12469e-05,4.99999,5.0,1.12611e-05,4.99998,-0.304473,1.44313,5.34437,5.44214,1.43698
1.13e-08,5.0,0.0,0.0,5.0,5.0,0.0,4.99999,0.000166246,5.00001,5.0,3.23147e-08,4.99999,-1.31737e-05,-4.18951e-07,-2.43964e-07,4.99999,4.99999,0.00014208,5.0,5.00001,-5.21962e-09,4.99994,5.00001,5.00001,1.75718e-07,-4.32963e-08,5.0,-1.1018e-05,5.00001,1.11005e-05,4.99999,5.0,1.11182e-05,4.99998,-0.303754,1.44239,5.34437,5.44214,1.43633
1.14e-08,5.0,0.0,0.0,5.0,5.0,0.0,5.0,0.000162857,5.00001,5.0,-1.16513e-09,4.99999,-1.28943e-05,-4.06313e-07,-2.50373e-07,4.99999,5.0,0.000139517,5.0,5.0,-3.25347e-08,4.99995,5.0,5.0,1.81621e-07,-4.75549e-08,5.0,-1.08116e-05,5.0,1.0954e-05,4.99999,4.99999,1.09752e-05,4.99998,-0.303034,1.44165,5.34437,5.44214,1.43569
1.15e-08,5.0,0.0,0.0,5.0,5.0,0.0,5.0,0.000159467,5.00001,5.0,-3.4645e-08,4.99999,-1.26149e-05,-3.93676e-07,-2.56783e-07,4.99999,5.0,0.000136954,5.0,5.0,-5.98498e-08,4.99995,5.0,5.0,1.87524e-07,-5.18134e-08,5.0,-1.06052e-05,5.0,1.08075e-05,4.99999,4.99999,1.08323e-05,4.99998,-0.302315,1.44091,5.34437,5.44214,1.43504
1.16e-08,5.0,0.0,0.0,5.0,5.0,0.0,5.0,0.000156078,5.00001,5.0,-6.81248e-08,4.99999,-1.23355e-05,-3.81038e-07,-2.63193e-07,4.99999,5.0,0.000134391,5.0,5.0,-8.71649e-08,4.99995,5.0,5.0,1.93427e-07,-5.6072e-08,5.0,-1.03988e-05,5.0,1.0661e-05,4.99999,4.99999,1.06894e-05,4.99998,-0.301595,1.44017,5.34437,5.44214,1.43439
1.17e-08,5.0,0.0,0.0,5.0,5.0,0.0,5.0,0.000152689,5.00001,5.0,-1.01605e-07,4.99999,-1.20561e-05,-3.684e-07,-2.69603e-07,4.99999,5.0,0.000131828,5.0,5.0,-1.1448e-07,4.99995,5.0,5.0,1.9933e-07,-6.03306e-08,5.0,-1.01924e-05,5.0,1.05145e-05,4.99999,4.99999,1.05465e-05,4.99998,-0.300876,1.43943,5.34437,5.44214,1.43375
1.18e-08,5.0,0.0,0.0,5.0,5.0,0.0,5.0,0.000149299,5.00001,5.0,-1.35084e-07,4.99999,-1.17767e-05,-3.55762e-07,-2.76013e-07,4.99999,5.0,0.000129265,5.0,5.0,-1.41795e-07,4.99995,5.0,5.0,2.05234e-07,-6.45891e-08,5.0,-9.98605e-06,5.0,1.0368e-05,4.99999,4.99999,1.04036e-05,4.99998,-0.300157,1.43869,5.34437,5.44214,1.4331
1.19e-08,5.0,0.0,0.0,5.0,5.0,0.0,5.0,0.00014591,5.00001,5.0,-1.68564e-07,4.99999,-1.14973e-05,-3.43125e-07,-2.82423e-07,4.99999,5.0,0.000126702,5.0,5.0,-1.6911e-07,4.99995,5.0,5.0,2.11137e-07,-6.88477e-08,5.0,-9.77966e-06,5.0,1.02215e-05,4.99999,4.99999,1.02606e-05,4.99998,-0.299437,1.43795,5.34437,5.44214,1.43245
1.2e-08,5.0,0.0,0.0,5.0,5.0,0.0,5.0,0.00014255,5.00001,5.0,-2.18729e-07,5.0,-1.10954e-05,1.06736e-05,2.92534e-06,5.0,5.00025,0.000132838,5.00017,4.99981,7.87893e-06,4.99995,5.0,5.0,2.19788e-07,-8.76373e-06,5.00009,-2.85319e-05,4.9997,1.76447e-05,4.99999,4.99999,1.00185e-05,4.99998,-0.298716,1.43721,5.34437,5.44212,1.4318
1.21e-08,5.0,1.0,0.0,5.0,5.0,0.0,5.16575,0.0316021,5.17392,5.10081,0.0114926,5.14699,0.0152675,0.0797407,0.0446777,5.01498,5.1657,0.0311184,5.17398,5.10081,0.0114592,5.00145,5.00217,5.00418,0.000393944,0.000131607,5.00028,0.00281092,4.99998,7.21516e-05,4.99997,5.00028,3.8343e-05,5.00131,-0.29798,1.43874,5.35377,5.45159,1.43157
1.22e-08,5.0,2.0,0.0,5.0,5.0,0.0,4.69986,0.163272,4.94828,5.10949,-0.0245378,4.78074,0.0228237,0.0437947,0.024278,4.99342,4.69981,0.163151,4.94779,5.10903,-0.0245712,5.00659,5.00108,4.99953,-0.000218983,-0.00021685,5.00015,0.00180106,4.99954,-3.59786e-05,5.00002,4.99988,-3.06781e-05,5.00072,-0.297329,1.43976,5.35451,5.45236,1.43089
1.23e-08,5.0,3.0,0.0,5.0,5.0,0.0,2.43862,0.348732,3.78491,4.98359,-0.111828,3.19424,-0.00460678,-0.0645098,-0.0518987,4.96899,2.43895,0.34986,3.78508,4.98404,-0.111637,5.01209,4.99547,4.99152,-0.00105784,-0.000433027,4.99983,-0.000981083,4.99963,-0.000159618,5.00004,4.99968,-0.000111758,4.9977,-0.296691,1.43619,5.34265,5.44064,1.43001
