"time","displacement","force","displacement2","strain","sample#"
"11:01:20",-2.13494130597859000000,-116.11371919777400000000,0.20572123014904000000,1096.90977617849000000000,8206
"11:01:24",-2.09831248583684000000,-112.54177441911300000000,0.20277648808942400000,1012.83154823742000000000,8207
"11:01:28",-2.06443082720573000000,-108.98997218619600000000,0.19990923924190200000,1012.83154823742000000000,8208
"11:01:32",-2.02841248739967000000,-105.43145577136400000000,0.19680951075809600000,1035.25097751550000000000,8209
"11:01:36",-1.99392034843286000000,-101.91993862993500000000,0.19355479585009900000,956.78752917382600000000,8210
"11:01:40",-1.95942820946605000000,-98.44199239808110000000,0.19037757415419700000,1007.22685357396000000000,8211
"11:01:44",-1.92432559016354000000,-94.97747453005600000000,0.18727784567039000000,979.20435613630400000000,8212
"11:01:48",-1.89013869136457000000,-91.60024102692310000000,0.18433310361077400000,939.97559198052200000000,8213
"11:01:52",-1.85503607206206000000,-88.18272243230150000000,0.18138836155115700000,895.14662143078000000000,8214
"11:01:56",-1.81871249208816000000,-84.80548892916850000000,0.17805615343106500000,900.75001510634400000000,8215
"11:02:00",-1.78422035312135000000,-81.49539724518330000000,0.17518890458354400000,906.35347382054500000000,8216
"11:02:04",-1.74942297398669000000,-78.19201974311290000000,0.17177920325135700000,956.78752917382600000000,8217
"11:02:08",-1.71523607518772000000,-74.92892733253120000000,0.16891195440383500000,962.39163833667300000000,8218
"11:02:12",-1.67982821571737000000,-71.63897819429030000000,0.16612219876840900000,951.18348506094100000000,8219
"11:02:16",-1.64472559641486000000,-68.38931414753810000000,0.16286748386041200000,928.76795908635700000000,8220
"11:02:20",-1.61023345744804000000,-65.20679191993370000000,0.16015522143708200000,906.35347382054500000000,8221
"11:02:24",-1.57452035780984000000,-62.05112641998840000000,0.15635805404441800000,945.57950599688300000000,8222
"11:02:28",-1.54063869917872000000,-58.90888928387260000000,0.15372328483318300000,889.54329279271900000000,8223
"11:02:32",-1.50462035937267000000,-55.87407905839330000000,0.15062355634937600000,906.35347382054500000000,8224
"11:02:36",-1.46951774007016000000,-52.81912628716970000000,0.14744633465347400000,934.37174301072400000000,8225
"11:02:40",-1.43502560110335000000,-49.89174297232680000000,0.14465657901804800000,883.94002919102900000000,8226
"11:02:44",-1.39931250146514000000,-47.01135893088730000000,0.14178933017052700000,895.14662143078000000000,8227
